STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,PERS_QUAL_LEV,Qualification level,PERS_EXP_LEV,Experience level,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,CURRENCY,Currency,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,47552,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,52471,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,45912,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN,Minimum qualification,EXP15,After 15 years of experience,48954,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,45519,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,45912,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP15,After 15 years of experience,48954,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,45519,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,45912,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXPMAX,At top of the salary scale,60903,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,45519,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP,Most prevalent qualification,EXPMAX,At top of the salary scale,52971,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXPMAX,At top of the salary scale,62965,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,51028,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP15,After 15 years of experience,48954,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP15,After 15 years of experience,54439,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,48011,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXPMAX,At top of the salary scale,62965,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,48011,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,51028,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXPMAX,At top of the salary scale,62965,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXPMAX,At top of the salary scale,60903,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,52471,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP15,After 15 years of experience,48954,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP15,After 15 years of experience,54832,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,51028,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP15,After 15 years of experience,54832,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,48536,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,52471,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP15,After 15 years of experience,54832,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,48536,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,MAX,Maximum qualification,EXP15,After 15 years of experience,52640,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,52471,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SWE,Sweden,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,52471,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2022,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,KOR,Korea,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP15,After 15 years of experience,60999,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,KOR,Korea,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP,Most prevalent qualification,EXP15,After 15 years of experience,64699,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,KOR,Korea,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN,Minimum qualification,EXP15,After 15 years of experience,60999,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,KOR,Korea,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP15,After 15 years of experience,64699,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP15,After 15 years of experience,45134,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN,Minimum qualification,EXP15,After 15 years of experience,45134,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP15,After 15 years of experience,45134,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP,Most prevalent qualification,EXP15,After 15 years of experience,45134,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP15,After 15 years of experience,45134,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX,Maximum qualification,EXP15,After 15 years of experience,45134,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISR,Israel,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN,Minimum qualification,EXP15,After 15 years of experience,47297,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISR,Israel,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX,Maximum qualification,EXP15,After 15 years of experience,56238,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISR,Israel,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP15,After 15 years of experience,48538,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISR,Israel,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP,Most prevalent qualification,EXP15,After 15 years of experience,47297,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISR,Israel,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP15,After 15 years of experience,47297,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISR,Israel,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP15,After 15 years of experience,56238,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP15,After 15 years of experience,56714,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN,Minimum qualification,EXP15,After 15 years of experience,56714,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP,Most prevalent qualification,EXP15,After 15 years of experience,56714,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MAX,Maximum qualification,EXP15,After 15 years of experience,56714,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP15,After 15 years of experience,52608,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_02,Pre-primary education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP15,After 15 years of experience,52608,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
