"reference_area","measure","unit_of_measure","sex","age","labour_force_status","work_period","hours_type","worker_status","working_time_arrangement","aggregation_operation","hour_bands","job_coverage","time_period","obs_value","observation_status","unit_multiplier"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1996,1751,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1997,1749,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1998,1749,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1999,1749,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2000,1750,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2001,1763,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2002,1748,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2003,1737,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2004,1690,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2005,1658,"Normal value","Units"
"Cyprus","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2006,1676,"Normal value","Units"
